EntanglementId,EGNo,EventNo,StartDate,EndDate,EntanglementComment
1029,1170,7,10/12/2008,09/07/2009,28 year old male; < 1 year timeframe; MINOR
1030,1246,3,03/07/2005,01/05/2009,Adult female; > 3 year timeframe; MINOR
1031,1270,1,9/17/2008,03/07/2009,Adult male; < 6 month timeframe; MINOR
1032,1607,3,9/23/2008,02/01/2009,23 year old male;< 6 month timeframe; MODERATE
1033,3750,1,6/13/2009,9/24/2009,2 year old male; < 4 month timeframe; MINOR?
1034,3760,2,12/09/2007,05/01/2008,"1 year old, unknown sex; < 5 month timeframe; MINOR"
1035,3770,1,01/01/1900,8/24/2008,"1 year old, unknown sex; unknown timeframe; MINOR"
1036,3770,2,9/23/2008,9/21/2009,"2 year old, unknown sex; < 1 year timeframe; MODERATE?"
1037,3791,2,9/24/2008,01/02/2009,"2 year old, unknown sex; < 4 month timeframe; MODERATE"
1038,3802,2,8/21/2008,8/27/2009,"1 year old, unknown sex; < 1 year timeframe; MINOR"
1039,3820,1,01/01/1900,8/16/2009,"1 year old, unknown sex; < 2 year timeframe; MINOR"
1040,3821,1,07/10/2009,9/26/2009,"1 year old, unknown sex; < 3 month timeframe; GEAR, MINOR"
1041,3822,1,02/08/2009,2/22/2009,1 year old male; < 2 week timeframe; MINOR
1042,3823,2,9/17/2008,06/07/2009,"1 year old, unknown sex; < 1 year timeframe; MODERATE"
1043,3830,1,2/19/2009,09/02/2009,1 year old male; < 7 month timeframe; MODERATE?
1044,3840,1,01/01/1900,8/22/2008,Unknown age and sex; unknown timeframe; MODERATE
1045,3845,1,8/31/2008,02/05/2009,1 year old male; < 6 month timeframe; MINOR
1046,3850,1,2/18/2009,11/26/2009,"1 year old, unknown sex; < 1 year timeframe; GEAR; MODERATE"
1047,3892,1,02/10/2009,4/17/2009,"1 year old, unknown sex; < 3 month timeframe; MINOR"
1048,3617,2,9/19/2007,4/19/2008,2 year old male; < 1 year timeframe; MINOR
1049,3617,3,9/25/2008,02/06/2009,3 year old male; < 6 month timeframe; MODERATE
1050,3623,2,08/08/2008,01/10/2009,3 year old male; < 6 month timeframe; MINOR
1051,3646,2,9/24/2008,12/18/2008,3 year old female; < 3 month timeframe; MINOR
1052,3670,2,9/25/2008,12/27/2008,3 year old female; < 4 month timeframe; MINOR
1053,3681,3,9/25/2008,12/28/2008,"3 year old, unknown sex; < 4 month timeframe; MODERATE"
1054,3701,2,9/25/2008,12/26/2008,"2 year old, unknown sex; < 4 month timeframe; GEAR; MODERATE"
1055,3714,2,01/05/2009,02/07/2009,2 year old male; < 2 month timeframe; GEAR; MINOR
1056,3730,3,8/20/2009,9/17/2009,2 year old female; < 1 month timeframe; MINOR?
1057,3746,1,01/01/1900,03/10/2009,"2 year old, unknown sex; unknown timeframe; MINOR"
1058,3420,2,9/13/2008,1/31/2009,5 year old female; < 5 month timeframe; GEAR; MODERATE
1059,3590,1,01/01/1900,09/02/2009,4 year old female; unknown timeframe; MINOR
1060,3991,1,01/01/1900,08/07/2009,"Calf, unknown sex; < 1 year timeframe; MINOR"
1061,3990,1,01/01/1900,8/27/2009,"Calf, male; < 1 year timeframe; MINOR"
1062,3960,1,08/09/2009,8/30/2009,"Calf, male; < 2 month timeframe; MODERATE"
1063,3970,1,01/01/1900,6/17/2009,Unknown age and sex; unknown timeframe; MODERATE?
1064,3970,2,8/20/2009,09/01/2009,Unknown age and sex; < 2 week timeframe; MINOR
1065,3930,1,02/12/2009,08/09/2009,"Calf, male; < 6 month timeframe; SEVERE"
1066,3911,1,3/27/2009,8/27/2009,"Calf, female; < 5 month timeframe; MODERATE"
1067,3270,1,01/01/1900,5/15/2003,Unknown age female; unknown timeframe; MINOR
1068,3270,4,01/05/2009,8/20/2009,Unknown age female; < 1 year timeframe; MODERATE
1069,3311,3,4/21/2008,1/14/2009,6 year old unknown sex; < 1 year timeframe; GEAR; SEVERE
1070,3320,2,2/25/2008,12/04/2008,Unknown age female; < 1 year timeframe; MINOR
1071,3180,1,01/01/1900,09/01/2009,8 year old female; unknown timeframe; MINOR
1072,2746,3,3/13/2007,3/17/2009,12 year old female; < 3 year timeframe; MINOR
1073,2660,3,03/06/2008,12/18/2008,13 year old female; < 1 year timeframe; MODERATE?
1074,2145,3,03/03/2007,3/14/2008,17 year old female; < 2 year timeframe; MINOR
1075,1813,2,8/26/2004,9/14/2006,Adult female; < 3 year timeframe; MINOR
1076,1813,3,4/23/2008,9/17/2008,Adult female; < 5 month timeframe; MODERATE
1077,1719,2,03/12/2009,6/17/2009,Adult female; < 4 month timeframe; MINOR
1078,1627,2,02/11/2009,11/19/2009,Adult male; < 1 year timeframe; MINOR
1079,1612,4,7/28/2003,04/11/2007,Adult female; > 3 year timeframe; MODERATE
1080,3992,1,01/01/1900,09/02/2009,"Calf, unknown sex; < 1 year timeframe; MINOR"
1081,1303,4,8/30/2009,09/12/2009,Adult female; < 2 week timeframe; MINOR
1082,3994,1,12/28/2008,2/26/2009,"Calf, unknown sex; < 2 month timeframe; MINOR"
1083,3945,1,01/01/1900,1/22/2009,"Calf, male; < 2 month timeframe; MINOR (changed timeframe from 3 mths to 2 mths - ARK 1/14/14)"
1084,3923,1,02/09/2009,2/13/2009,"Calf, unknown sex; < 1 week timeframe; MINOR"
1085,3920,1,01/01/1900,08/12/2009,"Calf, unknown sex; < 1 year timeframe; MINOR"
1086,3740,3,10/12/2008,7/20/2009,2 year old male; < 1 year timeframe; MINOR
1087,3660,1,9/25/2008,8/28/2009,3 year old male; < 1 year timeframe; MINOR
1088,3692,2,5/30/2008,9/20/2009,Unknown age and sex; < 2 year timeframe; MINOR
1089,3520,3,2/24/2007,4/25/2007,2 year old female; < 2 month timeframe; MINOR
1090,3580,1,01/01/1900,09/01/2009,4 year old male; unknown timeframe; MINOR
1091,3295,1,01/01/1900,05/04/2002,Unknown age and sex; unknown timeframe; MINOR
1092,3101,3,1/27/2007,03/12/2007,6 year old female; < 2 month timeframe; MINOR
1093,2940,1,01/01/1900,8/29/2003,4 year old male; unknown timeframe; MINOR
1094,1429,3,06/08/2005,04/10/2008,26 year old male; < 3 year timeframe; MINOR
1095,1233,2,1/22/2007,2/26/2009,Adult female; < 3 year timeframe; MINOR
